Key,Command,Value
10020584,,ฮูก้า
10020585,,ไวท์ทีธ
10020586,,โทรก้า
10020603,,ซาฮารา
10020604,,โครงกระดูก ผู้ไล่ล่า
10020605,,โครงกระดูก ทหารรักษาการณ์
10020611,,โอลมาฮุม โจรปล้นสะดม นักรบ
10020612,,โอลมาฮุม คนขนย้าย
10020616,,มดกลายพันธุ์ นักรบ
10020618,,โอลมาฮุม ขนแดง
10020620,,โอลมาฮุม คนแบกหาม
10020622,,ยามเฝ้าหุบเขา
10020633,,โอลมาฮุม โจรปล้นสะดม ทหารยาม
10020634,,โอลมาฮุม โจรปล้นสะดม ทหารพราน
10020638,,ซาฮาราที่ถูกกัดกร่อน
10020639,,มดกลายพันธุ์ กรรมกร
10020641,,ปลิงดูดมานา
10020642,,โครงกระดูก ยามเฝ้าทะเลทราย
10020643,,โครงกระดูก รักษาการณ์ทะเลทราย
10020644,,มดกลายพันธุ์ มหาดเล็ก 
10020645,,มดกลายพันธุ์ พลทหาร
10020647,,กล่องอาวุธ
10020685,,สายตรวจแห่งผืนทราย
10020686,,สโตนฮาร์ท
10020687,,แซนด์ฮาร์ท
10020698,,คาซีร์
10020701,,แบรก้า ออร์ค ทหารกองเสบียง
10020704,,แบรก้า ออร์ค ทหารชาญ
10020706,,ตัวต่อแหลมคม
10020707,,ตัวต่อสีเลือด
10020708,,เลโต้ ลิซาร์ดแมน โจรปล้นสะดม
10020710,,เลโต้ ลิซาร์ดแมน นักรบ
10020713,,วินด์ซูสในท้องทุ่ง
10020717,,ค้างคาวดูดเลือดว่องไว
10020719,,หมีน้ำตาลบ้าดีเดือด
10020720,,แมงมุมขามีดในท้องทุ่ง
10020722,,แมงมุมขนหนามยักษ์
10020727,,เลโต้ ลิซาร์ดแมน ทหารคุ้มกัน
10020733,,แมงมุมขามีดเหล็ก
10020734,,เอลฟ์เวน แอนทิโลป
10020735,,เอลฟ์เวน วินด์ซูส
10020736,,เอลฟ์เวน หมีน้ำตาล
10020737,,แพมบา
10020740,,แบรก้า ออร์ค ทหารลาดตระเวน
10020741,,แบรก้า ออร์ค นักรบ
10020742,,แบรก้า ออร์ค ทหารยาม
10020743,,แบรก้า ออร์ค หัวหน้านายสิบ
10020746,,ตัวต่อ
10020747,,ตัวต่อโมโห
10020750,,เอลเดอร์ แอนทิโลป
10020752,,ค้างคาวดูดเลือด
10020754,,เลโต้ ลิซาร์ดแมน ทหารปล้นสะดม
10020772,,วิญญาณของวัตถุโบราณ
10020773,,ตัวต่อคลุ้มคลั่ง
10020781,,วูลค์
10020782,,บาโรก
10020783,,ม็อค
10020784,,ทรัช
10020785,,ครัช
10020786,,บาแรช
10020798,,เฟลกอน
10020801,,แมงมุมพิษแห่งหนองน้ำ
10020802,,แมงมุมลายดำ
10020803,,ค้างคาวแห่งหนองน้ำ
10020804,,ริปเปอร์ ฮอร์เรอร์
10020805,,ริปเปอร์ มิสต์ฮอร์เรอร์ 
10020806,,ยามรักษาการณ์ที่ถูกสาป
10020807,,เมล ลิซาร์ดแมน กองหน้าจู่โจม
10020808,,เมล ลิซาร์ดแมน ทหารไล่ล่า
10020812,,ดันทาเลียน
10020813,,สเปิร์ช
10020830,,มือสังหารแห่งหนองน้ำ
10020833,,สตาคาโต้ อสูรบึงน้ำ
10020835,,แอสซาซินแห่งหนองน้ำ
10020837,,เมลลิซาร์ดแมน ทหารสอดแนม
10020845,,ซากศพแห่งหนองน้ำ
10020855,,สตาคาโต้ มือสังหารบึงน้ำ
10020857,,นักฆ่าจอมทำลายล้าง
10020858,,นักฆ่าที่บ้าคลั่ง
10020881,,ลิสโต้
10020882,,ลอนด์
10020883,,มอร์แกน
10020884,,เจลูน่า
10020885,,อาร์เคน
10020898,,ซีส
10020901,,หมีกริซลี่คลั่ง
10020902,,แมงมุมเขี้ยวแห่งป่า
10020903,,โอลมาฮุม ผู้ช่วย
10020906,,โอลมาฮุม ทหารสอดแนม
10020907,,โอลมาฮุม ทหารรักษาเขตแดน
10020908,,โอลมาฮุม ทหารฝึกหัด
10020912,,โอลมาฮุม ทหารกองเสบียง
10020913,,โอลมาฮุม พลซุ่มยิง
10020914,,โอลมาฮุม ผู้บัญชาการ
10020915,,อัลลาอัก
10020916,,ทานอร์ นักรบ
10020917,,ทานอร์ ทหารลาดตระเวน
10020918,,ทานอร์ ทหารรักษาเขตแดน
10020920,,ทานอร์ ทหารกองเสบียง
10020921,,ทานอร์ ทหารคุ้มกัน
10020923,,ทานอร์ หมอผี
10020924,,ทานอร์ ทหารจู่โจม
10020927,,ตัวต่อเงามืด
10020928,,จิ้งจอกหางแดง
10020929,,แมงมุมพิษห้วยน้ำ
10020930,,เฟรโมห้วยน้ำ
10020932,,ตัวต่อยางไม้
10020934,,ดัทเลอร์
10020943,,ทานอร์ ทหารตรวจตรา
10020944,,หุ่นสำหรับฝึกซ้อม
10020945,,เป้าสำหรับฝึกยิง
10020948,,นายทหารที่หลบหนี
10020949,,โอลมาฮุม ทหารแตกทัพ
10020952,,โอลมาฮุม เสี้ยววิญญาณหัวหน้าเผ่า
10020957,,โอลมาฮุม หน่วยกองหน้า
10020962,,ทหารรักษาเขตแดนของแคนคูน
10020963,,หัวหน้านักบวชของแคนคูน
10020973,,ทหารยามของแคนคูน
10020981,,ผู้โจมตียอดเขา
10020982,,ทาธัน
10020983,,ทาร์อาธัน
10020984,,ทูธัน
10020985,,ออลวาแคน
10020998,,อามาเดอุส
10021001,,แมนเดรกแห่งความโกรธแค้น
10021003,,แมนเดรกแห่งการคร่ำครวญ
10021005,,ดีคอร์แห่งความสิ้นหวัง
10021006,,นักฆ่าแห่งความอาฆาต
10021007,,นักฆ่าที่หมดสภาพ
10021008,,ริปเปอร์ที่เสียสติ
10021009,,ดูมเซอร์เวินต์ ที่หมดแรง
10021010,,แบล็ควิลโลว์
10021012,,ดีคอร์ที่กรีดร้อง
10021013,,วิญญาณที่ตรอมตรม
10021014,,ริปเปอร์แห่งความตาย
10021017,,วิญญาณร้ายผู้กระหายเลือด
10021018,,วิญญาณร้ายผู้ทุกข์ระทม
10021020,,โครงกระดูก ทหารจู่โจม
10021021,,โครงกระดูก ทหารแม่นธนู
10021023,,ซอมบี้ ลอร์ด
10021025,,โคมา
10021026,,วิญญาณที่มิอาจหลับใหล
10021032,,เซอร์เวินต์ที่เหี้ยมโหด
