# mod_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: mod_id	name	gen_type(1=Prefix,2=Suffix,3=Unique)	tier_word
LocalAddedColdDamageTwoHand1	Frosted	1	
LocalAddedColdDamageTwoHand2	Chilled	1	
LocalAddedColdDamageTwoHand3	Icy	1	
LocalAddedColdDamageTwoHand4	Frigid	1	
LocalAddedColdDamageTwoHand5	Freezing	1	
LocalAddedColdDamageTwoHand6	Frozen	1	
LocalAddedColdDamageTwoHand7	Glaciated	1	
LocalAddedColdDamageTwoHand8	Polar	1	
LocalAddedColdDamageTwoHand9	Entombing	1	
LocalAddedColdDamageTwoHand10	Crystalising	1	
LocalAddedLightningDamage1	Humming	1	
LocalAddedLightningDamage2	Buzzing	1	
LocalAddedLightningDamage3	Snapping	1	
LocalAddedLightningDamage4	Crackling	1	
LocalAddedLightningDamage5	Sparking	1	
LocalAddedLightningDamage6	Arcing	1	
LocalAddedLightningDamage7	Shocking	1	
LocalAddedLightningDamage8	Discharging	1	
LocalAddedLightningDamage9	Electrocuting	1	
LocalAddedLightningDamage10	Vapourising	1	
LocalAddedLightningDamageTwoHand1_	Humming	1	
LocalAddedLightningDamageTwoHand2	Buzzing	1	
LocalAddedLightningDamageTwoHand3	Snapping	1	
LocalAddedLightningDamageTwoHand4	Crackling	1	
LocalAddedLightningDamageTwoHand5	Sparking	1	
LocalAddedLightningDamageTwoHand6	Arcing	1	
LocalAddedLightningDamageTwoHand7	Shocking	1	
LocalAddedLightningDamageTwoHand8	Discharging	1	
LocalAddedLightningDamageTwoHand9	Electrocuting	1	
LocalAddedLightningDamageTwoHand10	Vapourising	1	
NearbyAlliesAddedPhysicalDamage1	Glinting	1	
NearbyAlliesAddedPhysicalDamage2	Burnished	1	
NearbyAlliesAddedPhysicalDamage3	Polished	1	
NearbyAlliesAddedPhysicalDamage4	Honed	1	
NearbyAlliesAddedPhysicalDamage5	Gleaming	1	
NearbyAlliesAddedPhysicalDamage6	Annealed	1	
NearbyAlliesAddedPhysicalDamage7	Razor-sharp	1	
NearbyAlliesAddedPhysicalDamage8	Tempered	1	
NearbyAlliesAddedPhysicalDamage9	Flaring	1	
NearbyAlliesAddedFireDamage1	Heated	1	
NearbyAlliesAddedFireDamage2	Smouldering	1	
NearbyAlliesAddedFireDamage3	Smoking	1	
NearbyAlliesAddedFireDamage4	Burning	1	
NearbyAlliesAddedFireDamage5	Flaming	1	
NearbyAlliesAddedFireDamage6	Scorching	1	
NearbyAlliesAddedFireDamage7	Incinerating	1	
NearbyAlliesAddedFireDamage8	Blasting	1	
NearbyAlliesAddedFireDamage9	Cremating	1	
NearbyAlliesAddedColdDamage1	Frosted	1	
NearbyAlliesAddedColdDamage2	Chilled	1	
NearbyAlliesAddedColdDamage3	Icy	1	
NearbyAlliesAddedColdDamage4	Frigid	1	
NearbyAlliesAddedColdDamage5	Freezing	1	
NearbyAlliesAddedColdDamage6	Frozen	1	
NearbyAlliesAddedColdDamage7	Glaciated	1	
NearbyAlliesAddedColdDamage8	Polar	1	
NearbyAlliesAddedColdDamage9	Entombing	1	
NearbyAlliesAddedLightningDamage1	Humming	1	
NearbyAlliesAddedLightningDamage2	Buzzing	1	
NearbyAlliesAddedLightningDamage3	Snapping	1	
NearbyAlliesAddedLightningDamage4	Crackling	1	
NearbyAlliesAddedLightningDamage5	Sparking	1	
NearbyAlliesAddedLightningDamage6	Arcing	1	
NearbyAlliesAddedLightningDamage7	Shocking	1	
NearbyAlliesAddedLightningDamage8	Discharging	1	
NearbyAlliesAddedLightningDamage9	Electrocuting	1	
UniqueNearbyAlliesAddedChaosDamage1		3	
LocalIncreasedPhysicalDamagePercent1	Heavy	1	
LocalIncreasedPhysicalDamagePercent2	Serrated	1	
LocalIncreasedPhysicalDamagePercent3	Wicked	1	
LocalIncreasedPhysicalDamagePercent4	Vicious	1	
LocalIncreasedPhysicalDamagePercent5	Bloodthirsty	1	
LocalIncreasedPhysicalDamagePercent6	Cruel	1	
LocalIncreasedPhysicalDamagePercent7	Tyrannical	1	
LocalIncreasedPhysicalDamagePercent8	Merciless	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating1	Squire's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating2	Journeyman's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating3	Reaver's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating4	Mercenary's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating5	Champion's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating6	Conqueror's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating7	Emperor's	1	
LocalIncreasedPhysicalDamagePercentAndAccuracyRating8	Dictator's	1	
NearbyAlliesAllDamage1	Coercive	1	
NearbyAlliesAllDamage2	Agitative	1	
NearbyAlliesAllDamage3	Instigative	1	
NearbyAlliesAllDamage4	Provocative	1	
NearbyAlliesAllDamage5	Persuasive	1	
NearbyAlliesAllDamage6	Motivating	1	
NearbyAlliesAllDamage7	Inspirational	1	
NearbyAlliesAllDamage8	Empowering	1	
UniqueChanceForExertedAttackToNoteReduceCount1		3	
SpellDamageOnWeapon1	Apprentice's	1	
SpellDamageOnWeapon2	Adept's	1	
SpellDamageOnWeapon3	Scholar's	1	
SpellDamageOnWeapon4	Professor's	1	
SpellDamageOnWeapon5	Occultist's	1	
SpellDamageOnWeapon6	Incanter's	1	
SpellDamageOnWeapon7	Glyphic	1	
SpellDamageOnWeapon8_	Runic	1	
SpellDamageOnTwoHandWeapon1	Apprentice's	1	
SpellDamageOnTwoHandWeapon2	Adept's	1	
SpellDamageOnTwoHandWeapon3	Scholar's	1	
SpellDamageOnTwoHandWeapon4	Professor's	1	
SpellDamageOnTwoHandWeapon5	Occultist's	1	
SpellDamageOnTwoHandWeapon6	Incanter's	1	
SpellDamageOnTwoHandWeapon7	Glyphic	1	
SpellDamageOnTwoHandWeapon8	Runic	1	
SpellDamageAndManaOnWeapon1	Caster's	1	
SpellDamageAndManaOnWeapon2	Conjuror's	1	
SpellDamageAndManaOnWeapon3	Wizard's	1	
SpellDamageAndManaOnWeapon4	Warlock's	1	
SpellDamageAndManaOnWeapon5	Mage's	1	
SpellDamageAndManaOnWeapon6	Archmage's	1	
SpellDamageAndManaOnWeapon7	Lich's	1	
SpellDamageAndManaOnTwoHandWeapon1	Caster's	1	
SpellDamageAndManaOnTwoHandWeapon2	Conjuror's	1	
SpellDamageAndManaOnTwoHandWeapon3	Wizard's	1	
SpellDamageAndManaOnTwoHandWeapon4	Warlock's	1	
SpellDamageAndManaOnTwoHandWeapon5	Mage's	1	
SpellDamageAndManaOnTwoHandWeapon6	Archmage's	1	
SpellDamageAndManaOnTwoHandWeapon7	Lich's	1	
FireDamagePrefixOnWeapon1	Searing	1	
FireDamagePrefixOnWeapon2	Sizzling	1	
FireDamagePrefixOnWeapon3	Blistering	1	
FireDamagePrefixOnWeapon4	Cauterising	1	
FireDamagePrefixOnWeapon5_	Smoldering	1	
FireDamagePrefixOnWeapon6	Magmatic	1	
FireDamagePrefixOnWeapon7_	Volcanic	1	
FireDamagePrefixOnWeapon8_	Pyromancer's	1	
FireDamagePrefixOnTwoHandWeapon1	Searing	1	
FireDamagePrefixOnTwoHandWeapon2___	Sizzling	1	
FireDamagePrefixOnTwoHandWeapon3	Blistering	1	
FireDamagePrefixOnTwoHandWeapon4	Cauterising	1	
FireDamagePrefixOnTwoHandWeapon5	Smoldering	1	
FireDamagePrefixOnTwoHandWeapon6	Magmatic	1	
FireDamagePrefixOnTwoHandWeapon7	Volcanic	1	
FireDamagePrefixOnTwoHandWeapon8_	Pyromancer's	1	
ColdDamagePrefixOnWeapon1	Bitter	1	
ColdDamagePrefixOnWeapon2	Biting	1	
ColdDamagePrefixOnWeapon3_	Alpine	1	
ColdDamagePrefixOnWeapon4	Snowy	1	
ColdDamagePrefixOnWeapon5_	Hailing	1	
ColdDamagePrefixOnWeapon6	Arctic	1	
ColdDamagePrefixOnWeapon7	Crystalline	1	
ColdDamagePrefixOnWeapon8	Cryomancer's	1	
ColdDamagePrefixOnTwoHandWeapon1	Bitter	1	
ColdDamagePrefixOnTwoHandWeapon2	Biting	1	
ColdDamagePrefixOnTwoHandWeapon3	Alpine	1	
ColdDamagePrefixOnTwoHandWeapon4_	Snowy	1	
ColdDamagePrefixOnTwoHandWeapon5_	Hailing	1	
ColdDamagePrefixOnTwoHandWeapon6	Arctic	1	
ColdDamagePrefixOnTwoHandWeapon7	Crystalline	1	
ColdDamagePrefixOnTwoHandWeapon8	Cryomancer's	1	
LightningDamagePrefixOnWeapon1_	Charged	1	
LightningDamagePrefixOnWeapon2	Hissing	1	
LightningDamagePrefixOnWeapon3	Bolting	1	
LightningDamagePrefixOnWeapon4	Coursing	1	
LightningDamagePrefixOnWeapon5	Striking	1	
LightningDamagePrefixOnWeapon6	Smiting	1	
LightningDamagePrefixOnWeapon7	Ionising	1	
LightningDamagePrefixOnWeapon8	Electromancer's	1	
LightningDamagePrefixOnTwoHandWeapon1	Charged	1	
LightningDamagePrefixOnTwoHandWeapon2	Hissing	1	
LightningDamagePrefixOnTwoHandWeapon3	Bolting	1	
LightningDamagePrefixOnTwoHandWeapon4	Coursing	1	
LightningDamagePrefixOnTwoHandWeapon5	Striking	1	
LightningDamagePrefixOnTwoHandWeapon6	Smiting	1	
LightningDamagePrefixOnTwoHandWeapon7	Ionising	1	
LightningDamagePrefixOnTwoHandWeapon8	Electromancer's	1	
ChaosDamagePrefixOnWeapon1	Impure	1	
ChaosDamagePrefixOnWeapon2	Tainted	1	
ChaosDamagePrefixOnWeapon3	Clouded	1	
ChaosDamagePrefixOnWeapon4	Darkened	1	
ChaosDamagePrefixOnWeapon5	Malignant	1	
ChaosDamagePrefixOnWeapon6	Vile	1	
ChaosDamagePrefixOnWeapon7	Twisted	1	
ChaosDamagePrefixOnWeapon8	Malevolent	1	
ChaosDamagePrefixOnTwoHandWeapon1	Impure	1	
ChaosDamagePrefixOnTwoHandWeapon2	Tainted	1	
ChaosDamagePrefixOnTwoHandWeapon3	Clouded	1	
ChaosDamagePrefixOnTwoHandWeapon4	Darkened	1	
ChaosDamagePrefixOnTwoHandWeapon5	Malignant	1	
ChaosDamagePrefixOnTwoHandWeapon6	Vile	1	
ChaosDamagePrefixOnTwoHandWeapon7	Twisted	1	
ChaosDamagePrefixOnTwoHandWeapon8	Malevolent	1	
PhysicalDamagePrefixOnWeapon1	Punishing	1	
PhysicalDamagePrefixOnWeapon2	Unforgiving	1	
PhysicalDamagePrefixOnWeapon3	Vengeful	1	
PhysicalDamagePrefixOnWeapon4	Sadistic	1	
PhysicalDamagePrefixOnWeapon5	Pitiless	1	
PhysicalDamagePrefixOnWeapon6	Agonising	1	
PhysicalDamagePrefixOnWeapon7	Oppressor's	1	
PhysicalDamagePrefixOnWeapon8	Torturer's	1	
PhysicalDamagePrefixOnTwoHandWeapon1	Punishing	1	
PhysicalDamagePrefixOnTwoHandWeapon2	Unforgiving	1	
PhysicalDamagePrefixOnTwoHandWeapon3	Vengeful	1	
PhysicalDamagePrefixOnTwoHandWeapon4	Sadistic	1	
PhysicalDamagePrefixOnTwoHandWeapon5	Pitiless	1	
PhysicalDamagePrefixOnTwoHandWeapon6	Agonising	1	
PhysicalDamagePrefixOnTwoHandWeapon7	Oppressor's	1	
PhysicalDamagePrefixOnTwoHandWeapon8	Torturer's	1	
TrapDamageOnWeapon1	Explosive	1	
TrapDamageOnWeapon2	Eviscerating	1	
TrapDamageOnWeapon3	Crippling	1	
TrapDamageOnWeapon4	Disabling	1	
TrapDamageOnWeapon5	Decimating	1	
TrapDamageOnWeapon6	Demolishing	1	
TrapDamageOnWeapon7	Obliterating	1	
TrapDamageOnWeapon8	Shattering	1	
TrapDamageAndManaOnWeapon1	Sapper's	1	
TrapDamageAndManaOnWeapon2	Saboteur's	1	
TrapDamageAndManaOnWeapon3	Tinkerer's	1	
TrapDamageAndManaOnWeapon4	Mechanic's	1	
TrapDamageAndManaOnWeapon5	Engineer's	1	
TrapDamageAndManaOnWeapon6	Inventor's	1	
TrapDamageAndManaOnWeapon7	Artificer's	1	
GlobalSpellGemsLevel1	of the Mage	2	
GlobalSpellGemsLevel2	of the Enchanter	2	
GlobalSpellGemsLevel3	of the Sorcerer	2	
GlobalSpellGemsLevelWeapon1	of the Mage	2	
GlobalSpellGemsLevelWeapon2	of the Enchanter	2	
GlobalSpellGemsLevelWeapon3	of the Sorcerer	2	
GlobalSpellGemsLevelWeapon4	of the Wizard	2	
GlobalSpellGemsLevelTwoHandWeapon1	of the Mage	2	
GlobalSpellGemsLevelTwoHandWeapon2	of the Enchanter	2	
GlobalSpellGemsLevelTwoHandWeapon3	of the Evoker	2	
GlobalSpellGemsLevelTwoHandWeapon4	of the Sorcerer	2	
GlobalFireSpellGemsLevel1_	of Coals	2	
GlobalFireSpellGemsLevel2	of Cinders	2	
GlobalFireSpellGemsLevel3	of Flames	2	
GlobalFireSpellGemsLevelWeapon1	of Coals	2	
GlobalFireSpellGemsLevelWeapon2	of Cinders	2	
GlobalFireSpellGemsLevelWeapon3	of Flames	2	
GlobalFireSpellGemsLevelWeapon4	of Immolation	2	
GlobalFireSpellGemsLevelWeapon5	of Inferno	2	
GlobalFireSpellGemsLevelTwoHandWeapon1	of Coals	2	
GlobalFireSpellGemsLevelTwoHandWeapon2	of Cinders	2	
GlobalFireSpellGemsLevelTwoHandWeapon3	of Flames	2	
GlobalFireSpellGemsLevelTwoHandWeapon4	of Immolation	2	
GlobalFireSpellGemsLevelTwoHandWeapon5	of Inferno	2	
GlobalColdSpellGemsLevel1_	of Snow	2	
GlobalColdSpellGemsLevel2	of Sleet	2	
GlobalColdSpellGemsLevel3	of Ice	2	
GlobalColdSpellGemsLevelWeapon1	of Snow	2	
GlobalColdSpellGemsLevelWeapon2	of Sleet	2	
GlobalColdSpellGemsLevelWeapon3	of Ice	2	
GlobalColdSpellGemsLevelWeapon4	of Rime	2	
GlobalColdSpellGemsLevelWeapon5	of Frostbite	2	
GlobalColdSpellGemsLevelTwoHandWeapon1	of Snow	2	
GlobalColdSpellGemsLevelTwoHandWeapon2	of Sleet	2	
GlobalColdSpellGemsLevelTwoHandWeapon3	of Ice	2	
GlobalColdSpellGemsLevelTwoHandWeapon4	of Rime	2	
GlobalColdSpellGemsLevelTwoHandWeapon5	of Frostbite	2	
UniqueGlobalColdSpellGemsLevel1		3	
GlobalLightningSpellGemsLevel1	of Sparks	2	
GlobalLightningSpellGemsLevel2	of Static	2	
GlobalLightningSpellGemsLevel3	of Electricity	2	
GlobalLightningSpellGemsLevelWeapon1	of Sparks	2	
GlobalLightningSpellGemsLevelWeapon2	of Static	2	
GlobalLightningSpellGemsLevelWeapon3	of Electricity	2	
GlobalLightningSpellGemsLevelWeapon4	of Voltage	2	
GlobalLightningSpellGemsLevelWeapon5	of Thunder	2	
GlobalLightningSpellGemsLevelTwoHandWeapon1	of Sparks	2	
GlobalLightningSpellGemsLevelTwoHandWeapon2	of Static	2	
GlobalLightningSpellGemsLevelTwoHandWeapon3	of Electricity	2	
GlobalLightningSpellGemsLevelTwoHandWeapon4	of Voltage	2	
GlobalLightningSpellGemsLevelTwoHandWeapon5	of Thunder	2	
GlobalChaosSpellGemsLevel1	of Anarchy	2	
GlobalChaosSpellGemsLevel2	of Turmoil	2	
GlobalChaosSpellGemsLevel3	of Ruin	2	
GlobalChaosSpellGemsLevelWeapon1	of Anarchy	2	
GlobalChaosSpellGemsLevelWeapon2	of Turmoil	2	
GlobalChaosSpellGemsLevelWeapon3	of Ruin	2	
GlobalChaosSpellGemsLevelWeapon4	of Havoc	2	
GlobalChaosSpellGemsLevelWeapon5	of Armageddon	2	
GlobalChaosSpellGemsLevelTwoHandWeapon1	of Anarchy	2	
GlobalChaosSpellGemsLevelTwoHandWeapon2	of Turmoil	2	
GlobalChaosSpellGemsLevelTwoHandWeapon3	of Ruin	2	
GlobalChaosSpellGemsLevelTwoHandWeapon4	of Havoc	2	
GlobalChaosSpellGemsLevelTwoHandWeapon5	of Armageddon	2	
GlobalPhysicalSpellGemsLevel1	of Agony	2	
GlobalPhysicalSpellGemsLevel2	of Suffering	2	
GlobalPhysicalSpellGemsLevel3	of Torment	2	
GlobalPhysicalSpellGemsLevelWeapon1	of Agony	2	
GlobalPhysicalSpellGemsLevelWeapon2	of Suffering	2	
GlobalPhysicalSpellGemsLevelWeapon3	of Torment	2	
GlobalPhysicalSpellGemsLevelWeapon4	of Desolation	2	
GlobalPhysicalSpellGemsLevelWeapon5	of Grief	2	
GlobalPhysicalSpellGemsLevelTwoHandWeapon1	of Agony	2	
GlobalPhysicalSpellGemsLevelTwoHandWeapon2	of Suffering	2	
GlobalPhysicalSpellGemsLevelTwoHandWeapon3	of Torment	2	
GlobalPhysicalSpellGemsLevelTwoHandWeapon4	of Desolation	2	
GlobalPhysicalSpellGemsLevelTwoHandWeapon5	of Grief	2	
GlobalMinionSpellSkillGemLevel1	of the Taskmaster	2	
GlobalMinionSpellSkillGemLevel2	of the Despot	2	
GlobalMinionSpellSkillGemLevel3	of the Overseer	2	
GlobalMinionSpellSkillGemLevelWeapon1	of the Taskmaster	2	
GlobalMinionSpellSkillGemLevelWeapon2	of the Despot	2	
GlobalMinionSpellSkillGemLevelWeapon3	of the Overseer	2	
GlobalMinionSpellSkillGemLevelWeapon4	of the Slavedriver	2	
GlobalMinionSpellSkillGemLevelWeapon5	of the Tyrant	2	
GlobalTrapSkillGemLevel1	of Explosives	2	
GlobalTrapSkillGemLevel2	of Shrapnel	2	
GlobalTrapSkillGemLevel3	of Sabotage	2	
GlobalTrapSkillGemLevelWeapon1	of Explosives	2	
GlobalTrapSkillGemLevelWeapon2	of Shrapnel	2	
GlobalTrapSkillGemLevelWeapon3	of Sabotage	2	
GlobalTrapSkillGemLevelWeapon4	of Detonation	2	
GlobalTrapSkillGemLevelWeapon5	of Pyrotechnics	2	
GlobalMeleeSkillGemLevel1	of Combat	2	
GlobalMeleeSkillGemLevel2	of Dueling	2	
GlobalMeleeSkillGemLevel3	of Battle	2	
GlobalMeleeSkillGemLevelWeapon1	of Combat	2	
GlobalMeleeSkillGemLevelWeapon2	of Dueling	2	
GlobalMeleeSkillGemLevelWeapon3	of Conflict	2	
GlobalMeleeSkillGemLevelWeapon4	of Battle	2	
GlobalMeleeSkillGemLevelWeapon5	of War	2	
GlobalMeleeSkillGemLevelTwoHandWeapon1	of Combat	2	
GlobalMeleeSkillGemLevelTwoHandWeapon2	of Dueling	2	
GlobalMeleeSkillGemLevelTwoHandWeapon3	of Conflict	2	
GlobalMeleeSkillGemLevelTwoHandWeapon4	of Battle	2	
GlobalMeleeSkillGemLevelTwoHandWeapon5	of War	2	
GlobalProjectileSkillGemLevel1	of the Archer	2	
GlobalProjectileSkillGemLevel2	of the Fletcher	2	
GlobalProjectileSkillGemLevel3	of the Sharpshooter	2	
GlobalProjectileSkillGemLevelWeapon1	of the Archer	2	
GlobalProjectileSkillGemLevelWeapon2	of the Fletcher	2	
GlobalProjectileSkillGemLevelWeapon3	of the Sharpshooter	2	
GlobalProjectileSkillGemLevelWeapon4	of the Marksman	2	
GlobalProjectileSkillGemLevelWeapon5	of the Sniper	2	
GlobalProjectileSkillGemLevelTwoHandWeapon1	of the Archer	2	
GlobalProjectileSkillGemLevelTwoHandWeapon2	of the Fletcher	2	
GlobalProjectileSkillGemLevelTwoHandWeapon3	of the Sharpshooter	2	
GlobalProjectileSkillGemLevelTwoHandWeapon4	of the Marksman	2	
GlobalProjectileSkillGemLevelTwoHandWeapon5	of the Sniper	2	
LifeRegeneration1	of the Newt	2	
LifeRegeneration2	of the Lizard	2	
LifeRegeneration3	of the Flatworm	2	
LifeRegeneration4	of the Starfish	2	
LifeRegeneration5	of the Hydra	2	
LifeRegeneration6	of the Troll	2	
LifeRegeneration7	of Convalescence	2	
LifeRegeneration8_	of Recuperation	2	
LifeRegeneration9	of Resurgence	2	
LifeRegeneration10__	of Immortality	2	
LifeRegeneration11____	of the Phoenix	2	
NearbyAlliesLifeRegeneration1	of the Newt	2	
NearbyAlliesLifeRegeneration2	of the Lizard	2	
NearbyAlliesLifeRegeneration3	of the Flatworm	2	
NearbyAlliesLifeRegeneration4	of the Starfish	2	
NearbyAlliesLifeRegeneration5	of the Hydra	2	
NearbyAlliesLifeRegeneration6	of the Troll	2	
NearbyAlliesLifeRegeneration7	of Convalescence	2	
NearbyAlliesLifeRegeneration8	of Recuperation	2	
NearbyAlliesLifeRegeneration9	of Resurgence	2	
NearbyAlliesLifeRegeneration10	of Immortality	2	
ManaRegeneration1	of Excitement	2	
ManaRegeneration2	of Joy	2	
ManaRegeneration3	of Elation	2	
ManaRegeneration4	of Bliss	2	
ManaRegeneration5	of Euphoria	2	
ManaRegeneration6	of Nirvana	2	
ManaRegenerationTwoHand1	of Excitement	2	
ManaRegenerationTwoHand2	of Joy	2	
ManaRegenerationTwoHand3	of Elation	2	
ManaRegenerationTwoHand4	of Bliss	2	
ManaRegenerationTwoHand5	of Euphoria	2	
ManaRegenerationTwoHand6	of Nirvana	2	
LifeLeech1	of the Parasite	2	
LifeLeech2	of the Locust	2	
LifeLeech3	of the Remora	2	
LifeLeech4	of the Lamprey	2	
LifeLeech5	of the Vampire	2	
LifeLeechLocal1	of the Parasite	2	
LifeLeechLocal2	of the Locust	2	
LifeLeechLocal3	of the Remora	2	
LifeLeechLocal4	of the Lamprey	2	
LifeLeechLocal5	of the Vampire	2	
ManaLeech1	of the Thirsty	2	
ManaLeech2	of the Parched	2	
ManaLeech3	of the Arid	2	
ManaLeech4	of the Drought	2	
ManaLeech5	of the Desperate	2	
ManaLeechLocal1	of the Thirsty	2	
ManaLeechLocal2	of the Parched	2	
ManaLeechLocal3	of the Arid	2	
ManaLeechLocal4	of the Drought	2	
ManaLeechLocal5	of the Desperate	2	
LifeGainedFromEnemyDeath1	of Success	2	
LifeGainedFromEnemyDeath2	of Victory	2	
LifeGainedFromEnemyDeath3	of Triumph	2	
LifeGainedFromEnemyDeath4	of Conquest	2	
LifeGainedFromEnemyDeath5	of Vanquishing	2	
LifeGainedFromEnemyDeath6	of Valour	2	
LifeGainedFromEnemyDeath7	of Glory	2	
LifeGainedFromEnemyDeath8	of Legend	2	
ManaGainedFromEnemyDeath1	of Absorption	2	
ManaGainedFromEnemyDeath2	of Osmosis	2	
ManaGainedFromEnemyDeath3	of Infusion	2	
ManaGainedFromEnemyDeath4	of Enveloping	2	
ManaGainedFromEnemyDeath5	of Consumption	2	
ManaGainedFromEnemyDeath6	of Siphoning	2	
ManaGainedFromEnemyDeath7	of Devouring	2	
ManaGainedFromEnemyDeath8	of Assimilation	2	
LifeGainPerTarget1	of Rejuvenation	2	
LifeGainPerTarget2	of Restoration	2	
LifeGainPerTarget3	of Regrowth	2	
LifeGainPerTarget4	of Nourishment	2	
LifeGainPerTargetLocal1	of Rejuvenation	2	
LifeGainPerTargetLocal2	of Restoration	2	
LifeGainPerTargetLocal3	of Regrowth	2	
LifeGainPerTargetLocal4	of Nourishment	2	
IncreasedAttackSpeed1	of Skill	2	
IncreasedAttackSpeed2	of Ease	2	
IncreasedAttackSpeed3	of Mastery	2	
IncreasedAttackSpeed4	of Renown	2	
LocalIncreasedAttackSpeed1	of Skill	2	
LocalIncreasedAttackSpeed2	of Ease	2	
LocalIncreasedAttackSpeed3	of Mastery	2	
LocalIncreasedAttackSpeed4	of Renown	2	
LocalIncreasedAttackSpeed5	of Acclaim	2	
LocalIncreasedAttackSpeed6	of Fame	2	
LocalIncreasedAttackSpeed7	of Infamy	2	
LocalIncreasedAttackSpeed8	of Celebration	2	
NearbyAlliesIncreasedAttackSpeed1	of Skill	2	
NearbyAlliesIncreasedAttackSpeed2	of Ease	2	
NearbyAlliesIncreasedAttackSpeed3	of Mastery	2	
NearbyAlliesIncreasedAttackSpeed4	of Renown	2	
IncreasedCastSpeed1	of Talent	2	
IncreasedCastSpeed2	of Nimbleness	2	
IncreasedCastSpeed3	of Expertise	2	
IncreasedCastSpeed4	of Sortilege	2	
IncreasedCastSpeed5	of Legerdemain	2	
IncreasedCastSpeed6	of Prestidigitation	2	
IncreasedCastSpeed7	of Finesse	2	
IncreasedCastSpeedTwoHand1_	of Talent	2	
IncreasedCastSpeedTwoHand2	of Nimbleness	2	
IncreasedCastSpeedTwoHand3	of Expertise	2	
IncreasedCastSpeedTwoHand4	of Sortilege	2	
IncreasedCastSpeedTwoHand5	of Legerdemain	2	
IncreasedCastSpeedTwoHand6	of Prestidigitation	2	
IncreasedCastSpeedTwoHand7	of Finesse	2	
NearbyAlliesIncreasedCastSpeed1	of Talent	2	
NearbyAlliesIncreasedCastSpeed2	of Nimbleness	2	
NearbyAlliesIncreasedCastSpeed3	of Expertise	2	
NearbyAlliesIncreasedCastSpeed4	of Sortilege	2	
LocalTrapThrowSpeed1	TBD	2	
LocalTrapThrowSpeed2	TBD	2	
LocalTrapThrowSpeed3	TBD	2	
LocalTrapThrowSpeed4	TBD	2	
LocalTrapThrowSpeed5	TBD	2	
LocalTrapThrowSpeed6	TBD	2	
LocalTrapThrowSpeed7	TBD	2	
IncreasedAccuracy1	Precise	1	
IncreasedAccuracy2	Reliable	1	
IncreasedAccuracy3	Focused	1	
IncreasedAccuracy4	Deliberate	1	
IncreasedAccuracy5	Consistent	1	
IncreasedAccuracy6	Steady	1	
IncreasedAccuracy7	Hunter's	1	
IncreasedAccuracy8	Ranger's	1	
IncreasedAccuracy9	Amazon's	1	
LocalIncreasedAccuracy1	Precise	1	
LocalIncreasedAccuracy2	Reliable	1	
LocalIncreasedAccuracy3	Focused	1	
LocalIncreasedAccuracy4	Deliberate	1	
LocalIncreasedAccuracy5	Consistent	1	
LocalIncreasedAccuracy6	Steady	1	
LocalIncreasedAccuracy7	Hunter's	1	
LocalIncreasedAccuracy8	Ranger's	1	
LocalIncreasedAccuracy9_	Amazon's	1	
LocalIncreasedAccuracy10	Valkyrie's	1	
NearbyAlliesIncreasedAccuracy1	Precise	1	
NearbyAlliesIncreasedAccuracy2	Reliable	1	
NearbyAlliesIncreasedAccuracy3	Focused	1	
NearbyAlliesIncreasedAccuracy4	Deliberate	1	
NearbyAlliesIncreasedAccuracy5	Consistent	1	
NearbyAlliesIncreasedAccuracy6	Steady	1	
NearbyAlliesIncreasedAccuracy7	Hunter's	1	
NearbyAlliesIncreasedAccuracy8	Ranger's	1	
CriticalStrikeChance1	of Menace	2	
CriticalStrikeChance2	of Havoc	2	
CriticalStrikeChance3	of Disaster	2	
CriticalStrikeChance4	of Calamity	2	
CriticalStrikeChance5	of Ruin	2	
CriticalStrikeChance6	of Unmaking	2	
LocalCriticalStrikeChance1	of Menace	2	
LocalCriticalStrikeChance2	of Havoc	2	
LocalCriticalStrikeChance3	of Disaster	2	
LocalCriticalStrikeChance4	of Calamity	2	
LocalCriticalStrikeChance5	of Ruin	2	
LocalCriticalStrikeChance6	of Unmaking	2	
SpellCriticalStrikeChance1	of Menace	2	
SpellCriticalStrikeChance2	of Havoc	2	
SpellCriticalStrikeChance3	of Disaster	2	
SpellCriticalStrikeChance4	of Calamity	2	
SpellCriticalStrikeChance5	of Ruin	2	
SpellCriticalStrikeChance6_	of Unmaking	2	
SpellCriticalStrikeChanceTwoHand1	of Menace	2	
SpellCriticalStrikeChanceTwoHand2	of Havoc	2	
SpellCriticalStrikeChanceTwoHand3	of Disaster	2	
SpellCriticalStrikeChanceTwoHand4	of Calamity	2	
SpellCriticalStrikeChanceTwoHand5	of Ruin	2	
SpellCriticalStrikeChanceTwoHand6	of Unmaking	2	
AttackCriticalStrikeChance1	of Menace	2	
AttackCriticalStrikeChance2	of Havoc	2	
