# base_item_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: metadata_path	display_name
Metadata/Items/Armours/Helmets/HelmetDemigods1	Golden Visage
Metadata/Items/Armours/BodyArmours/BodyDemigods1	Golden Mantle
Metadata/Items/Armours/Boots/BootsDemigods1	Golden Caligae
Metadata/Items/Armours/Gloves/GlovesDemigods1	Golden Bracers
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier1_1	Shaper's Orb (Tier 1)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier2_1	Shaper's Orb (Tier 2)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier3_1	Shaper's Orb (Tier 3)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier4_1	Shaper's Orb (Tier 4)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier5_1	Shaper's Orb (Tier 5)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier6_1	Shaper's Orb (Tier 6)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier7_1	Shaper's Orb (Tier 7)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier8_1	Shaper's Orb (Tier 8)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier8_2	Shaper's Orb (Tier 8)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier9_1	Shaper's Orb (Tier 9)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier9_2	Shaper's Orb (Tier 9)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier9_3	Shaper's Orb (Tier 9)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier10_1	Shaper's Orb (Tier 10)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier10_2	Shaper's Orb (Tier 10)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTier10_3	Shaper's Orb (Tier 10)
Metadata/Items/QuestItems/MapUpgrades/MapUpgradeTierTo16	Elder's Orb
Metadata/Items/QuestItems/ShaperKey	The Shaper's Key
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment1_1	Memory Fragment I
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment2_1	Memory Fragment II
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment3_1	Memory Fragment III
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment4_1	Memory Fragment IV
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment5_1	Memory Fragment V
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment6_1	Memory Fragment VI
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment7_1	Memory Fragment VII
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment8_1	Memory Fragment VIII
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment8_2	Memory Fragment IX
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment9_1	Memory Fragment X
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment9_2	Memory Fragment XI
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment9_3	Memory Fragment XII
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment10_1	Memory Fragment XIII
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment10_2	Memory Fragment XIV
Metadata/Items/QuestItems/ShaperMemoryFragments/ShaperMemoryFragment10_3	Memory Fragment XV
Metadata/Items/QuestItems/SkillBooks/Book-a1q6	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Book-a1q7	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Book-a1q8	Book of Regrets
Metadata/Items/QuestItems/SkillBooks/Book-a1q9	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Book-a2q5	Book of Regrets
Metadata/Items/QuestItems/SkillBooks/Book-a3q9	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Book-a3q11v0	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Book-a3q11v1	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Book-a3q11v2	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Descent2_1	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Descent2_2	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Descent2_3	Book of Skill
Metadata/Items/QuestItems/SkillBooks/Descent2_4	Book of Skill
Metadata/Items/QuestItems/SkillBooks/DelevelBook	Book of Regression
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookElder	Atlas Book of Skill
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookMaven	Atlas Book of Skill
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookTangle	Atlas Book of Skill
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookCleansingFire	Atlas Book of Skill
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookInfiniteHunger	Atlas Book of Skill
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBlackStar	Atlas Book of Skill
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric1	Crystalline Core of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric2	Crystalline Core of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric3	Crystalline Core of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric4	Crystalline Core of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric5	Crystalline Core of Knowledge V
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric6	Crystalline Core of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric7	Crystalline Core of Knowledge VII
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric8	Crystalline Core of Knowledge VIII
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric9	Crystalline Core of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric10	Crystalline Core of Knowledge X
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric11	Crystalline Core of Knowledge XI
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric12	Crystalline Core of Knowledge V
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric13	Crystalline Core of Knowledge XIII
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric14	Crystalline Core of Knowledge XIV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookGeneric15	Crystalline Core of Knowledge VI
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookUniqueMaps1	Book of Unique Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookUniqueMaps2	Book of Unique Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookUniqueMaps3	Book of Unique Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookUniqueMaps4	Book of Unique Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookUniqueMaps5	Book of Unique Knowledge V
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBreach1	Otherworldly Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBreach2	Otherworldly Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBreach3	Otherworldly Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBreach4	Otherworldly Book of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookRitual1	Ritualistic Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookRitual2	Ritualistic Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookRitual3	Ritualistic Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookRitual4	Ritualistic Book of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookExpedition1	Runic Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookExpedition2	Runic Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookExpedition3	Runic Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookExpedition4	Runic Book of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookDelirium1	Deranging Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookDelirium2	Deranging Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookDelirium3	Deranging Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookDelirium4	Deranging Book of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookAbyss1	Lightless Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookAbyss2	Lightless Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookAbyss3	Lightless Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookAbyss4	Lightless Book of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBoss1	Vanquisher's Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBoss2	Vanquisher's Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBoss3	Vanquisher's Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBoss4	Vanquisher's Book of Knowledge IV
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookBoss5	Vanquisher's Book of Knowledge V
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookPinnacle1	Arbiter's Book of Knowledge I
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookPinnacle2	Arbiter's Book of Knowledge II
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookPinnacle3	Arbiter's Book of Knowledge III
Metadata/Items/QuestItems/SkillBooks/AtlasSkillBookPinnacle4	Arbiter's Book of Knowledge IV
Metadata/Items/MapFragments/RitualPinnacleKey	[DNT] Ritual Pinnacle Key
Metadata/Items/MapFragments/BreachPinnacleKey	[DNT] Breach Pinnacle Key
Metadata/Items/QuestItems/Act11/DominusKey	Vault Key
Metadata/Items/QuestItems/Hellscape/BloodCrucible	Blood Crucible
Metadata/Items/QuestItems/Hellscape/DreamFurnace	Dream Furnace
Metadata/Items/QuestItems/Hellscape/VisceraCauldron	Viscera Cauldron
Metadata/Items/QuestItems/Sentinel/Controller	Sentinel Controller
Metadata/Items/Masters/PirateTreasureKey	Master Key
Metadata/Items/Incursion/IncursionKey	Stone of Passage
Metadata/Items/Incursion/IncursionBomb	Flashpowder Keg
Metadata/Items/Gems/SkillGemIceNova	Ice Nova
Metadata/Items/Gems/SkillGemLeapSlam	Leap Slam
Metadata/Items/Gems/SkillGemMoltenCrash	Molten Crash
Metadata/Items/Gems/SkillGemShatteringSpite	Shattering Spite
Metadata/Items/Gems/SkillGemShieldCharge	Shield Charge
Metadata/Items/Gems/SkillGemRaiseZombie	Raise Zombie
Metadata/Items/Gems/SkillGemDetonateDead	Detonate Dead
Metadata/Items/Gems/SkillGemVolatileDead	Volatile Dead
Metadata/Items/Gems/SkillGemFlickerStrike	Flicker Strike
Metadata/Items/Gems/SkillGemSpark	Spark
Metadata/Items/Gems/SkillGemSummonSpectre	Spectre: {0}
Metadata/Items/Gems/SkillGemFrostWall	Frost Wall
Metadata/Items/Gems/SkillGemEnervatingNova	Enervating Nova
Metadata/Items/Gems/SkillGemTemporalChains	Temporal Chains
Metadata/Items/Gems/SkillGemEnfeeble	Enfeeble
Metadata/Items/Gems/SkillGemSnipersMark	Sniper's Mark
Metadata/Items/Gems/SkillGemDespair	Despair
Metadata/Items/Gems/SkillGemLightningWarp	Lightning Warp
Metadata/Items/Gems/SkillGemVileDisruption	His Vile Intrusion
Metadata/Items/Gems/SkillGemSkeletalWarrior	Skeletal Sniper
Metadata/Items/Gems/SkillGemSkeletalReaver	Skeletal Reaver
Metadata/Items/Gems/SkillGemSkeletalBrute	Skeletal Brute
Metadata/Items/Gems/SkillGemSkeletalSniper	Skeletal Sniper
Metadata/Items/Gems/SkillGemSkeletalFrostMage	Skeletal Frost Mage
Metadata/Items/Gems/SkillGemSkeletalStormMage	Skeletal Storm Mage
Metadata/Items/Gems/SkillGemSkeletalArsonist	Skeletal Arsonist
Metadata/Items/Gems/SkillGemSkeletalCleric	Skeletal Cleric
Metadata/Items/Gems/SkillGemPackleader	[DNT] Azmerian Packleader
Metadata/Items/Gems/SkillGemArmourBreaker	Armour Breaker
Metadata/Items/Gems/SkillGemRainOfArrows	Rain of Arrows
Metadata/Items/Gems/SkillGemFirestorm	Firestorm
Metadata/Items/Gems/SkillGemFallingThunder	Falling Thunder
Metadata/Items/Gems/SkillGemPowerSiphon	Power Siphon
Metadata/Items/Gems/SkillGemLightningArrow	Lightning Arrow
Metadata/Items/Gems/SkillGemArc	Arc
Metadata/Items/Gems/SkillGemDiscipline	Discipline
Metadata/Items/Gems/SkillGemShockwaveTotem	Shockwave Totem
Metadata/Items/Gems/SkillGemArcticArmour	Arctic Armour
Metadata/Items/Gems/SkillGemFlammability	Flammability
Metadata/Items/Gems/SkillGemHypothermia	Hypothermia
Metadata/Items/Gems/SkillGemConductivity	Conductivity
Metadata/Items/Gems/SkillGemIncinerate	Incinerate
Metadata/Items/Gems/SkillGemPurityOfFire	Purity of Fire
Metadata/Items/Gems/SkillGemPurityOfIce	Purity of Ice
Metadata/Items/Gems/SkillGemPurityOfLightning	Purity of Lightning
Metadata/Items/Gems/SkillGemImpurity	Impurity
Metadata/Items/Gems/SkillGemFlameblast	Flameblast
Metadata/Items/Gems/SkillGemBarrage	Barrage
Metadata/Items/Gems/SkillGemBallLightning	Ball Lightning
Metadata/Items/Gems/SkillGemBoneOffering	Bone Offering
Metadata/Items/Gems/SkillGemHeraldOfAsh	Herald of Ash
Metadata/Items/Gems/SkillGemHeraldOfIce	Herald of Ice
Metadata/Items/Gems/SkillGemHeraldOfThunder	Herald of Thunder
Metadata/Items/Gems/SkillGemBlasphemy	Blasphemy
Metadata/Items/Gems/SkillGemInfernalCry	Infernal Cry
Metadata/Items/Gems/SkillGemSeismicCry	Seismic Cry
Metadata/Items/Gems/SkillGemRollingMagma	Rolling Magma
Metadata/Items/Gems/SkillGemFrostBomb	Frost Bomb
Metadata/Items/Gems/SkillGemOrbOfStorms	Orb of Storms
Metadata/Items/Gems/SkillGemEarthquake	Earthquake
Metadata/Items/Gems/SkillGemContagion	Contagion
Metadata/Items/Gems/SkillGemWither	Wither
Metadata/Items/Gems/SkillGemEssenceDrain	Essence Drain
Metadata/Items/Gems/SkillGemSunder	Sunder
Metadata/Items/Gems/SkillGemFrostbolt	Frostbolt
Metadata/Items/Gems/SkillGemDarkPact	Dark Pact
Metadata/Items/Gems/SkillGemVulnerability	Vulnerability
Metadata/Items/Gems/SkillGemSoulrend	Soulrend
Metadata/Items/Gems/SupportGemCloseCombat	Close Combat I
Metadata/Items/Gems/SupportGemCloseCombatTwo	Close Combat II
Metadata/Items/Gems/SkillGemPlagueBearer	Plague Bearer
Metadata/Items/Gems/SkillGemArtilleryBallista	Siege Ballista
Metadata/Items/Gems/SkillGemEarthshatter	Earthshatter
Metadata/Items/Gems/SkillGemSigilOfPower	Sigil of Power
Metadata/Items/Gems/SkillGemFlameWall	Flame Wall
Metadata/Items/Gems/SkillGemHexblast	Hexblast
Metadata/Items/Gems/SkillGemExsanguinate	Exsanguinate
Metadata/Items/Gems/SkillGemReap	Reap
Metadata/Items/Gems/SkillGemBoneshatter	Boneshatter
Metadata/Items/Gems/SkillGemEyeOfWinter	Eye of Winter
Metadata/Items/Gems/SkillGemTornado	Tornado
Metadata/Items/Gems/SkillGemLightningConduit	Lightning Conduit
Metadata/Items/Gems/SkillGemGalvanicField	Galvanic Field
Metadata/Items/Gems/SkillGemVolcanicFissure	Volcanic Fissure
Metadata/Items/Gems/SkillGemRapidAssault	Rapid Assault
Metadata/Items/Gems/SkillGemDisengage	Disengage
Metadata/Items/Gems/SkillGemBloodHunt	Blood Hunt
Metadata/Items/Gems/SkillGemWhirlingSlash	Whirling Slash
Metadata/Items/Gems/SkillGemSpearfield	Spearfield
Metadata/Items/Gems/SkillGemDemonMagus	Demon Magus
Metadata/Items/Gems/SkillGemLightningSpear	Lightning Spear
Metadata/Items/Gems/SkillGemGlacialLance	Glacial Lance
Metadata/Items/Gems/SkillGemAxeChop	[DNT-UNUSED] Axe Chop
Metadata/Items/Gems/SkillGemAxeSlash	[DNT-UNUSED] Axe Slash
Metadata/Items/Gems/SkillGemWhirlingAssault	Whirling Assault
Metadata/Items/Gems/SkillGemRollingSlam	Rolling Slam
Metadata/Items/Gems/SkillGemEscapeShot	Escape Shot
Metadata/Items/Gems/SkillGemSuperchargedSlam	Supercharged Slam
Metadata/Items/Gems/SkillGemEvasiveStrike	[DNT-UNUSED] Evasive Strike
Metadata/Items/Gems/SkillGemWindBlast	Wind Blast
Metadata/Items/Gems/SkillGemBladeDance	[DNT-UNUSED] Blade Dance
Metadata/Items/Gems/SkillGemClawRake	[DNT-UNUSED] Claw Rake
Metadata/Items/Gems/SkillGemSpinningFlail	[DNT-UNUSED] Spinning Flail
Metadata/Items/Gems/SkillGemAxeExecute	[DNT-UNUSED] Axe Execute
Metadata/Items/Gems/SkillGemAxeLeapingChop	[DNT-UNUSED] Axe Leaping Chop
Metadata/Items/Gems/SkillGemAxeWhirlingSlash	[DNT-UNUSED] Axe Whirling Slash
Metadata/Items/Gems/SkillGemAxeRaisedChop	[DNT-UNUSED] Axe Raised Chop
Metadata/Items/Gems/SkillGemAxeHeavyCleave	[DNT-UNUSED] Axe Heavy Cleave
Metadata/Items/Gems/SkillGemKnifeFlip	[DNT-UNUSED] Knife Flip
Metadata/Items/Gems/SkillGemWaveOfFrost	Wave of Frost
Metadata/Items/Gems/SkillGemSwordLunge	[DNT-UNUSED] Sword Lunge
Metadata/Items/Gems/SkillGemSwordLeapSlash	[DNT-UNUSED] Sword Leap Slash
Metadata/Items/Gems/SkillGemIceStrike	Ice Strike
Metadata/Items/Gems/SkillGemBearMaul	Maul
Metadata/Items/Gems/SkillGemTreeWhip	[DNT] Whip
Metadata/Items/Gems/SkillGemRend	Rend
Metadata/Items/Gems/SkillGemChaosbolt	Chaos Bolt
Metadata/Items/Gems/SkillGemWitchbolt	[DNT-UNUSED] Witchbolt
Metadata/Items/Gems/SkillGemFirebolt	Firebolt
Metadata/Items/Jewels/JewelTimeless	Timeless Jewel
Metadata/Items/Jewels/JewelStr	Ruby
Metadata/Items/Jewels/JewelDex	Emerald
Metadata/Items/Jewels/JewelInt	Sapphire
Metadata/Items/Jewels/JewelDiamond	Diamond
Metadata/Items/Jewels/JewelRadiusStr	Time-Lost Ruby
Metadata/Items/Jewels/JewelRadiusDex	Time-Lost Emerald
Metadata/Items/Jewels/JewelRadiusInt	Time-Lost Sapphire
Metadata/Items/Jewels/JewelRadiusDiamond	Time-Lost Diamond
Metadata/Items/QuestItems/SoulCores/RuneBlankQuest	Blank Rune
Metadata/Items/QuestItems/SoulCores/GreaterRuneBlankQuest	Blank Greater Rune
Metadata/Items/SoulCores/RuneFire	Desert Rune
Metadata/Items/SoulCores/RuneCold	Glacial Rune
Metadata/Items/SoulCores/RuneLightning	Storm Rune
Metadata/Items/SoulCores/RuneEnhance	Iron Rune
Metadata/Items/SoulCores/RuneLife	Body Rune
Metadata/Items/SoulCores/RuneMana	Mind Rune
Metadata/Items/SoulCores/RuneLifeRecovery	Rebirth Rune
Metadata/Items/SoulCores/RuneManaRecovery	Inspiration Rune
Metadata/Items/SoulCores/RuneStun	Stone Rune
Metadata/Items/SoulCores/RuneAccuracy	Vision Rune
Metadata/Items/SoulCores/RuneFireLesser	Lesser Desert Rune
Metadata/Items/SoulCores/RuneColdLesser	Lesser Glacial Rune
Metadata/Items/SoulCores/RuneLightningLesser	Lesser Storm Rune
Metadata/Items/SoulCores/RuneEnhanceLesser	Lesser Iron Rune
Metadata/Items/SoulCores/RuneLifeLesser	Lesser Body Rune
Metadata/Items/SoulCores/RuneManaLesser	Lesser Mind Rune
Metadata/Items/SoulCores/RuneLifeRecoveryLesser	Lesser Rebirth Rune
Metadata/Items/SoulCores/RuneManaRecoveryLesser	Lesser Inspiration Rune
Metadata/Items/SoulCores/RuneStunLesser	Lesser Stone Rune
Metadata/Items/SoulCores/RuneAccuracyLesser	Lesser Vision Rune
Metadata/Items/SoulCores/RuneFireGreater	Greater Desert Rune
Metadata/Items/SoulCores/RuneColdGreater	Greater Glacial Rune
Metadata/Items/SoulCores/RuneLightningGreater	Greater Storm Rune
Metadata/Items/SoulCores/RuneEnhanceGreater	Greater Iron Rune
Metadata/Items/SoulCores/RuneLifeGreater	Greater Body Rune
Metadata/Items/SoulCores/RuneManaGreater	Greater Mind Rune
Metadata/Items/SoulCores/RuneLifeRecoveryGreater	Greater Rebirth Rune
Metadata/Items/SoulCores/RuneManaRecoveryGreater	Greater Inspiration Rune
Metadata/Items/SoulCores/RuneStunGreater	Greater Stone Rune
Metadata/Items/SoulCores/RuneAccuracyGreater	Greater Vision Rune
Metadata/Items/SoulCores/RuneStrengthLesser	Lesser Robust Rune
Metadata/Items/SoulCores/RuneStrength	Robust Rune
Metadata/Items/SoulCores/RuneStrengthGreater	Greater Robust Rune
Metadata/Items/SoulCores/RuneDexterityLesser	Lesser Adept Rune
Metadata/Items/SoulCores/RuneDexterity	Adept Rune
Metadata/Items/SoulCores/RuneDexterityGreater	Greater Adept Rune
Metadata/Items/SoulCores/RuneIntelligenceLesser	Lesser Resolve Rune
Metadata/Items/SoulCores/RuneIntelligence	Resolve Rune
Metadata/Items/SoulCores/RuneIntelligenceGreater	Greater Resolve Rune
Metadata/Items/SoulCores/RunePhysicalLesser	Lesser Tempered Rune
Metadata/Items/SoulCores/RunePhysical	Tempered Rune
Metadata/Items/SoulCores/RunePhysicalGreater	Greater Tempered Rune
Metadata/Items/SoulCores/RuneSpecial1	Greater Rune of Leadership
Metadata/Items/SoulCores/RuneSpecial2	Greater Rune of Tithing
Metadata/Items/SoulCores/RuneSpecial3	Greater Rune of Alacrity
Metadata/Items/SoulCores/RuneSpecial4	Greater Rune of Nobility
Metadata/Items/SoulCores/RuneSpecial5	Hedgewitch Assandra's Rune of Wisdom
