# stat_desc_map.tsv - generated by build_stat_desc_map.py
# Format: stat_id TAB template TAB arg_index TAB group_ids
# template placeholders: {0} {1} = stat values; wiki links stripped
# arg_index: which {N} this stat fills (0=first, 1=second, ...)
# group_ids: comma-separated group (multi-stat entries share a template)
%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100	Consuming Glory grants you {0}% increased Attack damage per Glory consumed for 6 seconds, up to 60%	0	%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100
%_chance_for_crossbow_reload_to_be_instant	{0}% chance when you Reload a Crossbow to be immediate	0	%_chance_for_crossbow_reload_to_be_instant
%_chance_to_blind_on_critical_strike	{0}% chance to Blind Enemies on Critical Hit	0	%_chance_to_blind_on_critical_strike
%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth	Critical Hits have {0}% chance to Blind Enemies while you have Cat's Stealth	0	%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth
%_chance_to_cause_bleeding_enemies_to_flee_on_hit	{0}% Chance to cause Bleeding Enemies to Flee on hit	0	%_chance_to_cause_bleeding_enemies_to_flee_on_hit
%_chance_to_create_smoke_cloud_on_mine_or_trap_creation	{0}% chance to create a Smoke Cloud when you lay a Mine or throw a Trap	0	%_chance_to_create_smoke_cloud_on_mine_or_trap_creation
%_chance_to_deal_150%_area_damage_+%_final	Hits have {0}% chance to deal 50% more Area Damage	0	%_chance_to_deal_150%_area_damage_+%_final
%_chance_to_duplicate_dropped_sentinels	{}% chance for found Sentinels to be Duplicated	0	%_chance_to_duplicate_dropped_sentinels
%_chance_to_gain_endurance_charge_each_second_while_channelling	{0}% chance to gain an Endurance Charge each second while Channelling	0	%_chance_to_gain_endurance_charge_each_second_while_channelling
%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Frenzy Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life	{0}% chance to gain a Power Charge on Hit against Enemies that are on Full Life	0	%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life
%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Power Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_power_charge_on_placing_a_totem	{0}% chance to gain a Power Charge when you Summon a Totem	0	%_chance_to_gain_power_charge_on_placing_a_totem
%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Power Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance, Frenzy or Power Charge when any\nof your Traps are Triggered by an Enemy	0	%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy
%_maximum_life_as_focus	Enemies have Maximum Concentration equal to {0}% of their Maximum Life	0	%_maximum_life_as_focus
%_maximum_life_inflicted_as_aoe_fire_damage_when_hit	Deal {0}% of your maximum Life as Fire Damage to nearby Enemies when Hit	0	base_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit
%_number_of_raging_spirits_allowed	{0}% increased Maximum number of Summoned Raging Spirits	0	%_number_of_raging_spirits_allowed
%_of_life_regeneration_applies_to_totems	{}% of your Life Regeneration applies to your Totems aswell	0	%_of_life_regeneration_applies_to_totems
%_physical_damage_bypasses_energy_shield	Physical Damage taken bypasses Energy Shield	0	%_physical_damage_bypasses_energy_shield
additional_block_%_while_you_have_at_least_10_crab_charges	{0:+d}% Chance to Block Attack Damage while you have at least 10 Crab Barriers	0	additional_block_%_while_you_have_at_least_10_crab_charges
additional_block_%_while_you_have_at_least_5_crab_charges	{0:+d}% Chance to Block Attack Damage while you have at least 5 Crab Barriers	0	additional_block_%_while_you_have_at_least_5_crab_charges
additional_block_%_with_5_or_more_nearby_enemies	{0:+d}% Chance to Block Attack Damage if there are at least 5 nearby Enemies	0	additional_block_%_with_5_or_more_nearby_enemies
additional_block_chance_%_for_1_second_every_5_seconds	{0:+d}% Chance to Block Attack Damage for 2 seconds every 5 seconds	0	additional_block_chance_%_for_1_second_every_5_seconds
additional_block_chance_%_for_you_and_allies_affected_by_your_auras	You and nearby Allies have {0:+d}% Chance to Block Attack Damage	0	additional_block_chance_%_for_you_and_allies_affected_by_your_auras
additional_block_chance_%_when_in_off_hand	{0:+d}% Chance to Block Attack Damage when in Off Hand	0	additional_block_chance_%_when_in_off_hand
additional_block_chance_%_while_holding_focus	{0:+d}% to Block Chance while holding a Focus	0	additional_block_chance_%_while_holding_focus
additional_block_chance_against_projectiles_%	{0:+d}% chance to Block Projectile Attack Damage	0	additional_block_chance_against_projectiles_%
additional_chance_to_freeze_chilled_enemies_%	Supported Skills  have {0:+d}% more Freeze buildup against Chilled Enemies	0	additional_chance_to_freeze_chilled_enemies_%
additional_chaos_resistance_against_damage_over_time_%	{0:+d}% Chaos Resistance against Damage Over Time	0	additional_chaos_resistance_against_damage_over_time_%
additional_combo_gain_chance_%	Supported Strike Skills have a {0}% chance to build an additional Combo on Hit	0	additional_combo_gain_chance_%
additional_combo_gain_on_hit	DNT-UNUSED Gain {0} additional Combo whenever you gain Combo	0	additional_combo_gain_on_hit
additional_critical_strike_chance_per_10_shield_maximum_energy_shield_permyriad	{0:+d}% to Critical Hit Chance per 10 Maximum Energy Shield on Shield	0	additional_critical_strike_chance_per_10_shield_maximum_energy_shield_permyriad
additional_critical_strike_chance_per_power_charge_permyriad	{0:+d}% Critical Hit Chance per Power Charge	0	additional_critical_strike_chance_per_power_charge_permyriad
additional_critical_strike_chance_permyriad_per_poison_on_enemy_up_to_2%	{0:+d}% to Critical Hit Chance per Poison affecting Enemy, up to +2.0%	0	additional_critical_strike_chance_permyriad_per_poison_on_enemy_up_to_2%
additional_critical_strike_chance_permyriad_while_affected_by_cat_aspect	{0:+d}% to Critical Hit Chance while affected by Aspect of the Cat	0	additional_critical_strike_chance_permyriad_while_affected_by_cat_aspect
additional_critical_strike_chance_permyriad_while_affected_by_elusive	Supported Skills have {0:+d}% to Critical Hit Chance while Elusive	0	additional_critical_strike_chance_permyriad_while_affected_by_elusive
additional_critical_strike_chance_permyriad_while_affected_by_hatred	{0:+d}% to Critical Hit Chance while affected by Hatred	0	additional_critical_strike_chance_permyriad_while_affected_by_hatred
additional_critical_strike_chance_permyriad_while_at_maximum_power_charges	{0:+d}% Critical Hit Chance while at maximum Power Charges	0	additional_critical_strike_chance_permyriad_while_at_maximum_power_charges
additional_critical_strike_chance_permyriad_while_dead	Supported Skills have {:+d}% to Critical Hit Chance while Dead	0	additional_critical_strike_chance_permyriad_while_dead
additional_critical_strike_chance_permyriad_with_herald_skills	{0:+d}% to Critical Hit Chance of Herald Skills	0	additional_critical_strike_chance_permyriad_with_herald_skills
additional_deflection_rating	{0:+d} to Deflection Rating	0	additional_deflection_rating
additional_dexterity	{0:+d} to Dexterity	0	additional_dexterity
additional_dexterity_and_intelligence	{0:+d} to Dexterity and Intelligence	0	additional_dexterity_and_intelligence
additional_dexterity_per_allocated_mastery	{0:+d} to Dexterity per Allocated Mastery Passive Skill	0	additional_dexterity_per_allocated_mastery
additional_elemental_damage_reduction_as_half_of_chaos_resistance	Gain additional Elemental Damage Reduction equal to half your Chaos Resistance	0	additional_elemental_damage_reduction_as_half_of_chaos_resistance
additional_infusion_gain_chance_%	{0}% chance when collecting an Elemental Infusion to gain an\nadditional Elemental Infusion of the same type	0	additional_infusion_gain_chance_%
additional_intelligence	{0:+d} to Intelligence	0	additional_intelligence
additional_intelligence_per_allocated_mastery	{0:+d} to Intelligence per Allocated Mastery Passive Skill	0	additional_intelligence_per_allocated_mastery
additional_max_mirage_archers	{0:+d} to maximum number of Summoned Mirage Archers	0	additional_max_mirage_archers
additional_max_number_of_dominated_magic_monsters	Dominating Blow can summon an additional Magic Sentinel of Dominance	0	additional_max_number_of_dominated_magic_monsters
additional_max_number_of_dominated_rare_monsters	Dominating Blow can summon an additional Rare Sentinel of Dominance	0	additional_max_number_of_dominated_rare_monsters
additional_maximum_all_elemental_resistances_%	{0:+d}% to all Maximum Elemental Resistances	0	additional_maximum_all_elemental_resistances_%
additional_maximum_all_elemental_resistances_%_if_all_equipment_grants_armour	{0:+d}% to all maximum Elemental Resistances if Equipped Helmet, Body Armour, Gloves, and Boots all have Armour	0	additional_maximum_all_elemental_resistances_%_if_all_equipment_grants_armour
additional_maximum_all_elemental_resistances_%_if_at_least_5_red_green_blue_supports_socketed	{0:+d}% to all Maximum Elemental Resistances if you have at\nleast 5 Red, Green and Blue Support Gems Socketed	0	additional_maximum_all_elemental_resistances_%_if_at_least_5_red_green_blue_supports_socketed
additional_maximum_all_elemental_resistances_%_if_killed_cursed_enemy_recently	{0:+d}% to all maximum Elemental Resistances if you have killed a Cursed enemy Recently	0	additional_maximum_all_elemental_resistances_%_if_killed_cursed_enemy_recently
additional_maximum_all_elemental_resistances_%_while_affected_by_purity_of_elements	{:+d}% to all maximum Elemental Resistances while affected by Purity of Elements	0	additional_maximum_all_elemental_resistances_%_while_affected_by_purity_of_elements
additional_maximum_all_elemental_resistances_%_with_reserved_life_and_mana	{0:+d}% to all maximum Elemental Resistances if you have Reserved Life and Mana	0	additional_maximum_all_elemental_resistances_%_with_reserved_life_and_mana
additional_maximum_all_resistances_%	{0:+d}% to all maximum Resistances	0	additional_maximum_all_resistances_%
additional_maximum_all_resistances_%_at_devotion_threshold	{0:+d}% to all maximum Resistances if you have at least 150 Devotion	0	additional_maximum_all_resistances_%_at_devotion_threshold
additional_maximum_all_resistances_%_if_you_have_at_least_100_tribute	{0:+d}% to all maximum Resistances if you have at least 100 Tribute	0	additional_maximum_all_resistances_%_if_you_have_at_least_100_tribute
additional_maximum_all_resistances_%_while_poisoned	{0:+d}% to all maximum Resistances while Poisoned	0	additional_maximum_all_resistances_%_while_poisoned
additional_maximum_all_resistances_%_with_no_endurance_charges	{0:+d}% to all maximum Resistances while you have no Endurance Charges	0	additional_maximum_all_resistances_%_with_no_endurance_charges
additional_maximum_block_%	{0:+d}% to maximum Block chance	0	additional_maximum_block_%
additional_maximum_infusion_stacks	{0:+d} to maximum number of Elemental Infusions	0	additional_maximum_infusion_stacks
additional_number_of_brands_to_create	Skills which create Brands create an additional Brand	0	additional_number_of_brands_to_create
additional_off_hand_critical_strike_chance_permyriad	{0:+d}% to Off Hand Critical Hit Chance	0	additional_off_hand_critical_strike_chance_permyriad
additional_off_hand_critical_strike_chance_while_dual_wielding	{0:+d}% to Off Hand Critical Hit Chance while Dual Wielding	0	additional_off_hand_critical_strike_chance_while_dual_wielding
additional_physical_damage_reduction_%	{0}% additional Physical Damage Reduction	0	base_additional_physical_damage_reduction_%
additional_physical_damage_reduction_%_during_flask_effect	{0}% additional Physical Damage Reduction during any Flask Effect	0	additional_physical_damage_reduction_%_during_flask_effect
additional_physical_damage_reduction_%_during_focus	{0}% additional Physical Damage Reduction while Focused	0	additional_physical_damage_reduction_%_during_focus
additional_physical_damage_reduction_%_during_life_or_mana_flask_effect	{0}% additional Physical Damage Reduction during Effect of any Life or Mana Flask	0	additional_physical_damage_reduction_%_during_life_or_mana_flask_effect
additional_physical_damage_reduction_%_if_not_damaged_by_a_hit_recently	{0}% additional Physical Damage Reduction if you weren't Damaged by a Hit Recently	0	additional_physical_damage_reduction_%_if_not_damaged_by_a_hit_recently
additional_physical_damage_reduction_%_per_keystone	{0}% additional Physical Damage Reduction per Keystone	0	additional_physical_damage_reduction_%_per_keystone
additional_physical_damage_reduction_%_per_minion_up_to_10%	{0}% additional Physical Damage Reduction per Minion, up to 10%	0	additional_physical_damage_reduction_%_per_minion_up_to_10%
additional_physical_damage_reduction_%_per_summoned_sentinel_of_purity	{0}% additional Physical Damage Reduction per Summoned Sentinel of Purity	0	additional_physical_damage_reduction_%_per_summoned_sentinel_of_purity
additional_physical_damage_reduction_%_vs_abyssal_monsters	{0}% additional Physical Damage Reduction against Abyssal Monsters	0	additional_physical_damage_reduction_%_vs_abyssal_monsters
additional_physical_damage_reduction_%_when_on_low_life	{0}% additional Physical Damage Reduction when on Low Life	0	additional_physical_damage_reduction_%_when_on_low_life
additional_physical_damage_reduction_%_while_affected_by_determination	{0}% additional Physical Damage Reduction while affected by Determination	0	additional_physical_damage_reduction_%_while_affected_by_determination
additional_physical_damage_reduction_%_while_affected_by_guard_skill	{0}% additional Physical Damage Reduction while affected by a Guard Skill Buff	0	additional_physical_damage_reduction_%_while_affected_by_guard_skill
additional_physical_damage_reduction_%_while_bleeding	{0}% additional Physical Damage Reduction while Bleeding	0	additional_physical_damage_reduction_%_while_bleeding
additional_physical_damage_reduction_%_while_channelling	{0}% additional Physical Damage Reduction while Channelling	0	additional_physical_damage_reduction_%_while_channelling
additional_physical_damage_reduction_%_while_frozen	{0}% additional Physical Damage Reduction while Frozen	0	additional_physical_damage_reduction_%_while_frozen
additional_physical_damage_reduction_%_while_moving	{0}% additional Physical Damage Reduction while moving	0	additional_physical_damage_reduction_%_while_moving
additional_physical_damage_reduction_if_warcried_in_past_8_seconds	{0}% additional Physical Damage Reduction if you've Warcried in the past 8 seconds	0	additional_physical_damage_reduction_if_warcried_in_past_8_seconds
additional_projectiles_instead_applies_to_number_of_terrain_chains	Modifiers granting additional Projectiles instead cause Projectiles from Supported Skills to Chain an additional time from terrain per Projectile they would have gained	0	additional_projectiles_instead_applies_to_number_of_terrain_chains
additional_projectiles_per_intensity	Supported Spells gain Intensity when you Cast them, to a maximum of 3\nSupported Skills fire an additional Projectile per Intensity	0	additional_projectiles_per_intensity
additional_scroll_of_wisdom_drop_chance_%	{0}% chance for Slain monsters to drop an additional Scroll of Wisdom	0	additional_scroll_of_wisdom_drop_chance_%
additional_staff_block_%	{0:+d}% Chance to Block Attack Damage while wielding a Staff	0	additional_staff_block_%
additional_strength	{0:+d} to Strength	0	additional_strength
additional_strength_and_dexterity	{0:+d} to Strength and Dexterity	0	additional_strength_and_dexterity
additional_strength_and_intelligence	{0:+d} to Strength and Intelligence	0	additional_strength_and_intelligence
additional_strength_per_allocated_mastery	{0:+d} to Strength per Allocated Mastery Passive Skill	0	additional_strength_per_allocated_mastery
additional_thorns_critical_strike_chance_permyriad_per_50_tribute	{0:+d}% to Thorns Critical Hit Chance per 50 Tribute	0	additional_thorns_critical_strike_chance_permyriad_per_50_tribute
additive_cast_speed_modifiers_apply_to_sigil_repeat_frequency	Increases and Reductions to Cast Speed also apply to this Skill's Activation frequency	0	additive_cast_speed_modifiers_apply_to_sigil_repeat_frequency
additive_cast_speed_modifiers_apply_to_trap_throwing_speed	Increases and Reductions to Cast Speed also Apply to Trap Throwing Speed	0	additive_cast_speed_modifiers_apply_to_trap_throwing_speed
additive_energy_shield_modifiers_apply_to_spell_damage_at_30%_value	Transfiguration of Soul	0	additive_energy_shield_modifiers_apply_to_spell_damage_at_30%_value
additive_life_modifiers_apply_to_attack_damage_at_30%_value	Transfiguration of Body	0	additive_life_modifiers_apply_to_attack_damage_at_30%_value
additive_mana_modifiers_apply_to_damage_at_30%_value	Transfiguration of Mind	0	additive_mana_modifiers_apply_to_damage_at_30%_value
additive_mana_modifiers_apply_to_shock_effect_at_30%_value	Increases and reductions to Maximum Mana also apply to Shock Effect at 30% of their value	0	additive_mana_modifiers_apply_to_shock_effect_at_30%_value
additive_mine_duration_modifiers_apply_to_buff_effect_duration	Increases and Reductions to Mine Duration also apply to this Skill's Buff Duration	0	additive_mine_duration_modifiers_apply_to_buff_effect_duration
additive_minion_damage_modifiers_apply_to_you_at_150%_value	Increases and Reductions to Minion Damage also affect you at 150% of their value	0	additive_minion_damage_modifiers_apply_to_you_at_150%_value
additive_modifiers_to_life_regeneration_also_apply_to_mana_regeneration_rate	Increases and Reductions to Life Regeneration Rate also apply to Mana Regeneration Rate	0	additive_modifiers_to_life_regeneration_also_apply_to_mana_regeneration_rate
additive_modifiers_to_mana_regeneration_also_apply_to_energy_shield_recharge_rate	Increases and Reductions to Mana Regeneration Rate also\napply to Energy Shield Recharge Rate	0	additive_modifiers_to_mana_regeneration_also_apply_to_energy_shield_recharge_rate
additive_modifiers_to_minion_attack_speed_also_affect_you	Increases and Reductions to Minion Attack Speed also affect you	0	additive_modifiers_to_minion_attack_speed_also_affect_you
additive_spell_damage_modifiers_apply_to_attack_damage	Increases and Reductions to Spell damage also apply to Attacks	0	additive_spell_damage_modifiers_apply_to_attack_damage
additive_spell_damage_modifiers_apply_to_attack_damage_at_%_value_while_wielding_wand	Increases and Reductions to Spell Damage also apply to Attacks while wielding a Wand	0	additive_spell_damage_modifiers_apply_to_attack_damage_at_%_value_while_wielding_wand
additive_spell_damage_modifiers_apply_to_attack_damage_at_150%_value	Increases and Reductions to Spell Damage also apply to Attacks at 150% of their value	0	additive_spell_damage_modifiers_apply_to_attack_damage_at_150%_value
additive_spell_damage_modifiers_apply_to_attack_damage_while_shapeshifted	Increases and Reductions to Spell Damage also apply to Attack Damage while Shapeshifted	0	additive_spell_damage_modifiers_apply_to_attack_damage_while_shapeshifted
additive_vaal_skill_damage_modifiers_apply_to_all_skills	Increases and Reductions to Damage with Vaal Skills also apply to Non-Vaal Skills	0	additive_vaal_skill_damage_modifiers_apply_to_all_skills
aftershock_area_of_effect_+%	{0}% increased Aftershock Area of Effect	0	aftershock_area_of_effect_+%
aftershock_area_of_effect_+%_final	Supported Skills have {0}% more Aftershock Area of Effect	0	aftershock_area_of_effect_+%_final
aftershock_area_of_effect_+%_final_from_support_dual_cascade_aftershocks	Supported Skills have {0}% more Aftershock area of effect	0	aftershock_area_of_effect_+%_final_from_support_dual_cascade_aftershocks
aftershock_damage_+%_final_from_support_dual_cascade_aftershocks	Supported Skills deal {0}% more damage with Aftershocks	0	aftershock_damage_+%_final_from_support_dual_cascade_aftershocks
aftershocks_create_jagged_ground	Aftershocks caused by Supported Skills create Jagged Ground	0	aftershocks_create_jagged_ground
aggravate_bleeding_older_than_ms_on_hit	Attack Hits Aggravate any Bleeding on targets which is older than {0} second	0	aggravate_bleeding_older_than_ms_on_hit
aggravate_bleeding_on_attack_crit_chance_%	{0}% chance to Aggravate Bleeding on targets you Critically Hit with Attacks	0	aggravate_bleeding_on_attack_crit_chance_%
aggravate_bleeding_on_attack_hit_chance_%	{0}% chance to Aggravate Bleeding on targets you Hit with Attacks	0	base_aggravate_bleeding_on_attack_hit_chance_%
aggravate_bleeding_on_attack_knockback_chance_%	{0}% chance to Aggravate Bleeding on targets you Knockback with Attack Hits	0	aggravate_bleeding_on_attack_knockback_chance_%
aggravate_bleeding_on_enemies_when_they_enter_your_presence	Aggravate Bleeding on Enemies when they Enter your Presence	0	aggravate_bleeding_on_enemies_when_they_enter_your_presence
aggravate_bleeding_on_exerted_attack_hit_chance_%	{0}% chance to Aggravate Bleeding on targets you Hit with Empowered Attacks	0	aggravate_bleeding_on_exerted_attack_hit_chance_%
aggravate_bleeding_on_pin_chance_%	Supported Skills have {0}% chance to Aggravate Bleeding on Enemies when Pinning them	0	aggravate_bleeding_on_pin_chance_%
aggravate_bleeding_when_inflicted_vs_cursed_enemy	Bleeding you inflict on Cursed targets is Aggravated	0	aggravate_bleeding_when_inflicted_vs_cursed_enemy
aggravate_bleeding_when_inflicted_vs_enemies_on_jagged_ground_chance_%	{0}% chance for Bleeding to be Aggravated when Inflicted against Enemies on Jagged Ground	0	aggravate_bleeding_when_inflicted_vs_enemies_on_jagged_ground_chance_%
aggravate_bleeding_when_inflicted_vs_pinned_enemy	Bleeding you inflict on Pinned Enemies is Aggravated	0	aggravate_bleeding_when_inflicted_vs_pinned_enemy
aggravate_inflicted_bleeding	Bleeding you inflict is Aggravated	0	aggravate_inflicted_bleeding
agony_crawler_damage_+%	Agony Crawler deals {0}% increased Damage	0	agony_crawler_damage_+%
ailment_bearer_always_freeze_shock_ignite	Your Hits always inflict Freeze, Shock and Ignite while Unbound	0	ailment_bearer_always_freeze_shock_ignite
ailment_bearer_elemental_damage_+%_final	More Elemental Damage while Unbound@{0}%	0	ailment_bearer_elemental_damage_+%_final
ailment_chance_+%	{0}% increased chance to inflict Ailments	0	ailment_chance_+%
ailment_chance_+%_vs_abyssal_wasting_afflicted	{0}% increased chance to inflict Ailments against Enemies affected by Abyssal Wasting	0	ailment_chance_+%_vs_abyssal_wasting_afflicted
ailment_chance_+%_vs_exposed	{0}% increased chance to inflict Ailments against Enemies with Exposure	0	ailment_chance_+%_vs_exposed
ailment_chance_+%_vs_rare_or_unique_enemy	{0}% increased chance to inflict Ailments against Rare or Unique Enemies	0	ailment_chance_+%_vs_rare_or_unique_enemy
ailment_duration_+%_vs_beasts	{0}% increased Duration of Ailments on Beasts	0	ailment_duration_+%_vs_beasts
ailment_duration_+%_vs_cursed_enemy	{0}% increased duration of Ailments you inflict against Cursed Enemies	0	ailment_duration_+%_vs_cursed_enemy
ailment_duration_+%_vs_exposed	{0}% increased Duration of Ailments against Enemies with Exposure	0	ailment_duration_+%_vs_exposed
ailment_effect_+%	{0}% increased Magnitude of Ailments you inflict	0	ailment_effect_+%
ailment_effect_+%_while_afflicted_by_relevant_ailment	Ailments inflicted by Supported Skills have {0}% increased Magnitude if you are afflicted with that Ailment when inflicting it	0	ailment_effect_+%_while_afflicted_by_relevant_ailment
ailment_magnitude_+%_vs_marked_enemies	{0}% increased Magnitude of Ailments you inflict against Marked Enemies	0	ailment_magnitude_+%_vs_marked_enemies
ailment_threshold_+	{0:+d} to Ailment Threshold	0	ailment_threshold_+
ailment_threshold_+%	{0}% increased Elemental Ailment Threshold	0	ailment_threshold_+%
ailment_threshold_+%_while_channelling	You have {0}% increased Ailment Threshold while Channelling Supported Skills	0	ailment_threshold_+%_while_channelling
ailment_threshold_+_from_%_maximum_energy_shield	Gain additional Ailment Threshold equal to {0}% of maximum Energy Shield	0	ailment_threshold_+_from_%_maximum_energy_shield
ailment_threshold_+_from_lowest_of_base_boots_evasion_rating_and_armour	Gain Ailment Threshold equal to the lowest of Evasion and Armour on your Boots	0	ailment_threshold_+_from_lowest_of_base_boots_evasion_rating_and_armour
ailment_threshold_+_per_dexterity	+{0} to Ailment Threshold per Dexterity	0	ailment_threshold_+_per_dexterity
ailment_threshold_increased_by_uncapped_chaos_resistance	Elemental Ailment Threshold is increased by Uncapped Chaos Resistance	0	ailment_threshold_increased_by_uncapped_chaos_resistance
alchemists_mark_curse_effect_+%	{0}% increased Alchemist's Mark Curse Effect	0	alchemists_mark_curse_effect_+%
all_ailment_duration_+%	Supported Skills have {0}% increased Duration of Ailments on Enemies	0	base_all_ailment_duration_+%
all_ailment_duration_on_self_+%	{0}% increased Duration of Ailments on You	0	base_all_ailment_duration_on_self_+%
all_attacks_count_as_exerted	All Attacks count as Empowered Attacks	0	all_attacks_count_as_exerted
all_attributes	{0:+d} to all Attributes	0	base_all_attributes
all_attributes_+%	{0}% increased Attributes	0	all_attributes_+%
all_attributes_+%_per_assigned_keystone	{0}% increased Attributes per allocated Keystone	0	all_attributes_+%_per_assigned_keystone
all_damage_bypass_energy_shield_%	{0}% of Damage taken bypasses Energy Shield	0	base_all_damage_bypass_energy_shield_%
all_damage_can_chill	All Damage from Hits Contributes to Chill Magnitude	0	all_damage_can_chill
all_damage_can_electrocute	All damage Contributes to Electrocution Buildup	0	all_damage_can_electrocute
all_damage_can_freeze	All Damage from Hits Contributes to Freeze Buildup	0	all_damage_can_freeze
all_damage_can_ignite	All Damage from Hits Contributes to Flammability and Ignite Magnitudes	0	all_damage_can_ignite
all_damage_can_poison	All Damage from Hits Contributes to Poison Magnitude	0	all_damage_can_poison
all_damage_can_poison_while_affected_by_glorious_madness	All Damage from Hits Contributes to Poison Magnitude while affected by Glorious Madness	0	all_damage_can_poison_while_affected_by_glorious_madness
all_damage_can_shock	All Damage from Hits Contributes to Shock Chance	0	all_damage_can_shock
all_damage_from_you_and_minions_can_ignite_while_not_on_low_infernal_flame	While not on Low Infernal Flame, all Damage from you and\nyour Minions contributes to Flammability and Ignite Magnitudes	0	all_damage_from_you_and_minions_can_ignite_while_not_on_low_infernal_flame
all_damage_gained_as_cold_instead	If Supported Skills would gain extra Damage of any Type other than Cold, they gain extra Cold Damage instead	0	all_damage_gained_as_cold_instead
all_damage_taken_%_as_chaos_damage	{0}% of Non Chaos Damage is taken as Chaos damage	0	all_damage_taken_%_as_chaos_damage
all_damage_taken_can_chill	All Damage taken from Hits Contributes to Magnitude of Chill inflicted on you	0	base_all_damage_taken_can_chill
all_damage_taken_can_ignite	All Damage Taken from Hits can Ignite you	0	all_damage_taken_can_ignite
all_damage_taken_can_sap	All Damage taken from Hits can Sap you	0	all_damage_taken_can_sap
all_damage_taken_can_scorch	All Damage taken from Hits can Scorch you	0	all_damage_taken_can_scorch
all_damage_taken_chills_you_while_bleeding	All Damage taken from Hits while Bleeding Contributes to Magnitude of Chill on you	0	all_damage_taken_chills_you_while_bleeding
all_damage_taken_chills_you_while_poisoned	All Damage taken from Hits while Poisoned Contributes to Magnitude of Chill on you	0	all_damage_taken_chills_you_while_poisoned
